img,title,price,traffic,type,url,city,square,height,roomsum,direction
https://public.danke.com.cn/public-20191218-Fs-1bFgT9mJu2V5zJAvQu63ysumg?imageView2/1/w/380/h/285,光谷广场当代花园东方巴黎苑3室1厅,1490,"距2号线,11号线光谷广场站850米",合,https://www.danke.com/room/wh?page=3,wh,17,5,3室1卫,南
https://public.danke.com.cn/public-20181220-FrDpCOQYXrDzd5SC17D6DYfCUXRt?imageView2/1/w/380/h/285,关山大道保利花园3室1厅,1280,距11号线关山大道站300米,合,https://www.danke.com/room/wh?page=3,wh,14,9,3室1卫,南
https://public.danke.com.cn/public-20191207-FjPLVEXAHpiX7Wa5vsGLP3vMjUkX?imageView2/1/w/380/h/285,杨家湾保利华都3室1厅,1360,距2号线杨家湾站400米,合,https://www.danke.com/room/wh?page=3,wh,12,17,3室1卫,南
https://public.danke.com.cn/public-20191207-Ftj19YaIlLlvjekmPB7VJ3EAlGm4?imageView2/1/w/380/h/285,光谷广场金地中心城4室1厅,1200,距2号线杨家湾站1250米,合,https://www.danke.com/room/wh?page=3,wh,15,12,4室1卫,南
https://public.danke.com.cn/public-20190712-FtgmEoheoO0QqlhA-g-hVtHQVD-N?imageView2/1/w/380/h/285,关山大道保利时代4室1厅,1390,距11号线关山大道站750米,合,https://www.danke.com/room/wh?page=3,wh,20,31,4室1卫,南
https://public.danke.com.cn/public-20190729-Fvztu6U6rNVQ-D7eQDvp77wH33cl?imageView2/1/w/380/h/285,光谷广场华乐苑3室1厅,1070,"距2号线,11号线光谷广场站650米",合,https://www.danke.com/room/wh?page=3,wh,10,3,3室1卫,南
https://public.danke.com.cn/public-20180804-FnktTUoXKaAJaCaoFfLiSrafIi06?imageView2/1/w/380/h/285,关山大道紫菘枫林上城3室1厅,1450,距11号线关山大道站1050米,合,https://www.danke.com/room/wh?page=3,wh,15,30,3室1卫,南
https://public.danke.com.cn/public-20190102-FiRADDw-paSAF2NJBGxDoQ8kbn1I?imageView2/1/w/380/h/285,洪山广场洪山花园4室1厅,1450,"距2号线,4号线洪山广场站850米",合,https://www.danke.com/room/wh?page=3,wh,18,4,4室1卫,南
https://public.danke.com.cn/public-20191205-FpfmnQDNbqKjewpFzMknRPY-Mu9B?imageView2/1/w/380/h/285,杨家湾保利华都2室1厅,1340,距2号线杨家湾站400米,合,https://www.danke.com/room/wh?page=3,wh,11,15,2室1卫,北
https://public.danke.com.cn/public-20190110-FvwtC-Lsu5mCH4XwK1cGONkG2v1y?imageView2/1/w/380/h/285,金融港北万科城市花园3室1厅,1450,距2号线金融港北站1300米,合,https://www.danke.com/room/wh?page=4,wh,18,5,3室1卫,南
https://public.danke.com.cn/public-20180505-FvQDGWTN_uDWlbGWNTL_JePdeAdD?imageView2/1/w/380/h/285,秦园路水岸星城4室1厅,1100,距12号线秦园路站400米,合,https://www.danke.com/room/wh?page=4,wh,9,13,4室1卫,南
https://public.danke.com.cn/public-20181210-FsjFlvgFvLIPbsicLgCHOhznSSGf?imageView2/1/w/380/h/285,光谷大道SBI创业街3室1厅,1380,距2号线光谷大道站750米,合,https://www.danke.com/room/wh?page=4,wh,15,4,3室1卫,南
https://public.danke.com.cn/public-20191125-FgHqM3FHUC-b9luF10ah6C49zRCg?imageView2/1/w/380/h/285,关山大道紫菘枫林上城4室1厅,1390,距11号线关山大道站1050米,合,https://www.danke.com/room/wh?page=4,wh,14,4,4室1卫,南
https://public.danke.com.cn/public-20181108-FnYvnpI6RrYdCE_9bhwpqlU9gVRQ?imageView2/1/w/380/h/285,光谷广场滨湖小区4室1厅,1100,"距2号线,11号线光谷广场站800米",合,https://www.danke.com/room/wh?page=4,wh,11,4,4室1卫,北
https://public.danke.com.cn/public-20190805-Fq56663grCq7G9C1Plojcg1f8L-1?imageView2/1/w/380/h/285,马房山狮城公寓3室1厅,1280,"距8号线,11号线马房山站550米",合,https://www.danke.com/room/wh?page=4,wh,13,5,3室1卫,南
https://public.danke.com.cn/public-20181127-FhSGFdAvECkCUUegdgAAZ16j5npx?imageView2/1/w/380/h/285,光谷广场华乐苑3室1厅,1160,"距2号线,11号线光谷广场站650米",合,https://www.danke.com/room/wh?page=4,wh,11,2,3室1卫,南
https://public.danke.com.cn/public-20190320-FhH1wa5pVZsFYMg-waG8rcWvnZAX?imageView2/1/w/380/h/285,光谷广场当代花园东方巴黎苑4室1厅,1220,"距2号线,11号线光谷广场站850米",合,https://www.danke.com/room/wh?page=4,wh,11,4,4室1卫,南
https://public.danke.com.cn/public-20181214-FozGClhJ207gCcUJ9N_9wqT4RPHd?imageView2/1/w/380/h/285,新生路新生里社区3室1厅,1200,距5号线新生路站150米,合,https://www.danke.com/room/wh?page=4,wh,13,4,3室1卫,南
https://public.danke.com.cn/public-20180710-FnRQZtDmUj63dSxI-9FuFpONfqtn?imageView2/1/w/380/h/285,建港芳卉园4室1厅,1110,距6号线建港站400米,合,https://www.danke.com/room/wh?page=4,wh,13,5,4室2卫,东
https://public.danke.com.cn/public-20181121-FuYVIXGVeyyw2URNCP3E2QyVQyMi?imageView2/1/w/380/h/285,硚口路葛洲坝城市花园3室1厅,1320,距1号线硚口路站300米,合,https://www.danke.com/room/wh?page=4,wh,9,2,3室1卫,东
https://public.danke.com.cn/public-20191002-FvJWubgcoURTY9K002cWQnlxMpzn?imageView2/1/w/380/h/285,光谷广场华乐苑4室1厅,1630,"距2号线,11号线光谷广场站650米",合,https://www.danke.com/room/wh?page=4,wh,19,5,4室1卫,南
https://public.danke.com.cn/public-20191021-lujAuRjM65Vuc4uNb_GlbA8PzvaP?imageView2/1/w/380/h/285,光谷广场金地天悦睿府4室1厅,1220,"距2号线,11号线光谷广场站1550米",合,https://www.danke.com/room/wh?page=4,wh,14,13,4室1卫,南
https://public.danke.com.cn/public-20190222-FgOI5bgwrzXmp9xE3A0mrhUfTL9p?imageView2/1/w/380/h/285,武昌火车站武昌城市公园3室1厅,1290,"距4号线,7号线,11号线,12号线武昌火车站站750米",合,https://www.danke.com/room/wh?page=4,wh,11,12,3室1卫,南
https://public.danke.com.cn/public-20191108-FgTGAADQWWr_O_khAKkAGIzvOJO6?imageView2/1/w/380/h/285,光谷广场金地天悦睿府4室1厅,1220,"距2号线,11号线光谷广场站1550米",合,https://www.danke.com/room/wh?page=4,wh,14,8,4室1卫,南
https://public.danke.com.cn/public-20181102-FipwKz6YQYNfURUxLnu4TRVNp4hF?imageView2/1/w/380/h/285,光谷大道金梭花园3室1厅,1260,距2号线光谷大道站650米,合,https://www.danke.com/room/wh?page=4,wh,12,7,3室1卫,南
https://public.danke.com.cn/public-20180804-FjS9fD0vjWB7pRaWo7S7LNuGIipN?imageView2/1/w/380/h/285,光谷广场金地天悦3室1厅,1290,距2号线杨家湾站1450米,合,https://www.danke.com/room/wh?page=4,wh,16,19,3室1卫,南
https://public.danke.com.cn/public-20180805-FocwKUC6Ez-vbB9kskrBWJPdHiYj?imageView2/1/w/380/h/285,丁字桥路百瑞景中央生活区六期4室1厅,1370,距11号线丁字桥路站500米,合,https://www.danke.com/room/wh?page=4,wh,18,27,4室1卫,南
https://public.danke.com.cn/public-20181128-Fvzzmd3AacG-O4XQqm-vSXC68h65?imageView2/1/w/380/h/285,光谷广场健龙尚谷杰座一期4室1厅,1730,"距2号线,11号线光谷广场站650米",合,https://www.danke.com/room/wh?page=4,wh,19,20,4室1卫,南
https://public.danke.com.cn/public-20181230-FtfPxEp6OWx5kwczv_8_l9bd9ye-?imageView2/1/w/380/h/285,光谷广场金地中心城4室1厅,1280,距2号线杨家湾站1250米,合,https://www.danke.com/room/wh?page=4,wh,17,26,4室1卫,南
https://public.danke.com.cn/public-20191227-FoJbclWbKoCbC-eVLP5FhBaDxEvq?imageView2/1/w/380/h/285,小龟山星海虹城2期5室1厅,1330,"距2号线,12号线小龟山站250米",合,https://www.danke.com/room/wh?page=5,wh,14,28,5室1卫,南
https://public.danke.com.cn/public-20181015-FgpGAEQGEa8C4TPQKsaPfu3sUbr5?imageView2/1/w/380/h/285,光谷大道SBI创业街3室1厅,1170,距2号线光谷大道站750米,合,https://www.danke.com/room/wh?page=5,wh,10,16,3室1卫,南
https://public.danke.com.cn/public-20181012-FveuMzNIc78L0QFVlkhqJvBLFgSg?imageView2/1/w/380/h/285,光谷广场金地中心城3室1厅,1460,距2号线杨家湾站1250米,合,https://www.danke.com/room/wh?page=5,wh,15,5,3室1卫,南
https://public.danke.com.cn/public-20181212-Fof9L4mzOnZ6lwpsOjzpWOUWPRnF?imageView2/1/w/380/h/285,光谷软件园锦绣龙城A区3室1厅,1090,距2号线金融港北站3100米,合,https://www.danke.com/room/wh?page=5,wh,13,17,3室1卫,东南
https://public.danke.com.cn/public-20191110-FqH13vTJHZhfSll-V63CHZybLn1n?imageView2/1/w/380/h/285,光谷广场鲁巷科技苑4室1厅,1060,"距2号线,11号线光谷广场站550米",合,https://www.danke.com/room/wh?page=5,wh,14,5,4室1卫,东北
https://public.danke.com.cn/public-20191231-Fn-c3EWjRzabbmu-TElqPXAVlfl8?imageView2/1/w/380/h/285,宝通寺岭地金居4室1厅,1230,距2号线宝通寺站500米,合,https://www.danke.com/room/wh?page=5,wh,11,10,4室1卫,南
https://public.danke.com.cn/public-20190928-FpTz-brhI80uiWPzKKLuIpCmVi7t?imageView2/1/w/380/h/285,关山大道保利时代4室1厅,1490,距11号线关山大道站750米,合,https://www.danke.com/room/wh?page=5,wh,20,10,4室1卫,南
https://public.danke.com.cn/public-20181126-FvkwBK9Wng6G6PFADlFkajrRt0Ve?imageView2/1/w/380/h/285,马房山狮城翰园3室1厅,1300,"距8号线,11号线马房山站650米",合,https://www.danke.com/room/wh?page=5,wh,14,7,3室1卫,南
https://public.danke.com.cn/public-20180529-Fu04duE4yaDsUw_HrtZxjwWn-NNp?imageView2/1/w/380/h/285,秦园路水岸星城3室1厅,1460,距12号线秦园路站400米,合,https://www.danke.com/room/wh?page=5,wh,16,2,3室1卫,南
https://public.danke.com.cn/public-20190117-FgtwOcmw2oFWFE9D_a3GFBEWcqLh?imageView2/1/w/380/h/285,佛祖岭藏龙锦东4室1厅,1180,距2号线藏龙东街站1500米,合,https://www.danke.com/room/wh?page=5,wh,19,18,4室1卫,南
https://public.danke.com.cn/public-20180821-FkU24XqKdruj9_ott4lVHww9W03T?imageView2/1/w/380/h/285,光谷广场华城新都2室1厅,1280,"距2号线,11号线光谷广场站700米",合,https://www.danke.com/room/wh?page=5,wh,9,7,2室1卫,北
https://public.danke.com.cn/public-20180123-FhlhBVT1f-k6f1bAMNu9IeBrBwJ8?imageView2/1/w/380/h/285,小龟山群建星城3室1厅,1200,"距2号线,12号线小龟山站250米",合,https://www.danke.com/room/wh?page=5,wh,12,21,3室1卫,南
https://public.danke.com.cn/public-20180811-Fh0wOFJT1OUVxs6NkCyMg6XKwX3C?imageView2/1/w/380/h/285,光谷大道SBI创业街4室1厅,1180,距2号线光谷大道站750米,合,https://www.danke.com/room/wh?page=5,wh,10,10,4室1卫,东南
https://public.danke.com.cn/public-20181226-FkJLhCzjFrzhmrVVt-33Tlqs8hE8?imageView2/1/w/380/h/285,光谷软件园芭比伦堡4室1厅,1330,距2号线金融港北站1850米,合,https://www.danke.com/room/wh?page=5,wh,17,2,4室1卫,南
https://public.danke.com.cn/public-20190413-Fhqq1glyPwaqvPw0_JRW8yBWINaX?imageView2/1/w/380/h/285,光谷广场洪福家园4室1厅,1160,"距2号线,11号线光谷广场站900米",合,https://www.danke.com/room/wh?page=5,wh,13,7,4室1卫,南
https://public.danke.com.cn/public-20181124-FgpA9_KwgMnEdqXgljcc4cUAmSXs?imageView2/1/w/380/h/285,光谷广场文豪苑4室1厅,1170,"距2号线,11号线光谷广场站900米",合,https://www.danke.com/room/wh?page=5,wh,16,5,4室1卫,南
https://public.danke.com.cn/public-20191216-FrUd77EdLXfyFH5pqTuc4GBHJVfI?imageView2/1/w/380/h/285,光谷广场鲁巷教师小区4室1厅,1230,"距2号线,11号线光谷广场站400米",合,https://www.danke.com/room/wh?page=5,wh,15,2,4室1卫,南
https://public.danke.com.cn/public-20181220-FjYg1urNBk0iJHChgazgUOVgx9Y5?imageView2/1/w/380/h/285,光谷广场华乐苑3室1厅,1410,"距2号线,11号线光谷广场站650米",合,https://www.danke.com/room/wh?page=5,wh,23,2,3室1卫,南
https://public.danke.com.cn/public-20190909-Fr8a6BFO_n-MFO5H4bvzFCFKEAP7?imageView2/1/w/380/h/285,光谷广场新都汇5室1厅,1190,"距2号线,11号线光谷广场站500米",合,https://www.danke.com/room/wh?page=5,wh,10,16,5室1卫,南
https://public.danke.com.cn/public-20190724-FnTzG1pJhZ_apN4Jo7udlDy27yaB?imageView2/1/w/380/h/285,光谷广场金地雄楚一号3室1厅,1300,距2号线杨家湾站1200米,合,https://www.danke.com/room/wh?page=5,wh,14,30,3室1卫,南
